Order ID,Order Date,Customer Name,Customer Age,Customer City,Product Name,Category,Quantity Sold,Unit Price,Discount Percentage,Total Sales,Profit Margin (%),Profit,Payment Method,Order Status,Return Reason
ff98b62b,2023-12-31,Sonya Kane,72,Markshire,Smartwatch,Electronics,16,4449.35,3.46,68726.44,12.7,8728.26,Credit Card,Shipped,N/A
ba6f4660,2023-01-25,Heather Mack,40,West Davidfort,Bed,Furniture,9,1973.44,28.96,12617.39,17.72,2235.8,PayPal,Delivered,N/A
4dffb442,2023-09-16,Jason Gardner,65,Lake Karenville,Tires,Automotive,18,581.52,18.93,8485.89,8.36,709.42,Cash,Returned,Defective Product
e7fb18e6,2022-06-30,Samantha Johnson MD,49,Danielview,Car Battery,Automotive,17,2259.09,3.86,36922.12,21.65,7993.64,Credit Card,Processing,N/A
067ce525,2022-06-11,Brian Wade,44,East Christophermouth,Bed,Furniture,7,3866.31,23.52,20698.68,8.24,1705.57,Cash,Delivered,N/A
965cdc04,2023-05-03,Jessica Barnes,44,Port Dustin,Sofa,Furniture,18,4080.75,11.37,65101.84,24.34,15845.79,Bank Transfer,Delivered,N/A
77a22518,2024-11-17,Latoya Kemp,58,West Chelsey,Engine Oil,Automotive,14,4122.46,7.2,53559.0,18.09,9688.82,PayPal,Delivered,N/A
ef2fb184,2023-08-26,Jessica Miller,26,Lake Bridget,Chair,Furniture,3,931.59,3.29,2702.82,6.32,170.82,Credit Card,Processing,N/A
fdf93af4,2022-09-28,Joshua Trujillo,31,Flowersland,Car Cover,Automotive,12,4350.14,29.65,36723.88,12.65,4645.57,Debit Card,Cancelled,N/A
010b398a,2025-02-07,Sherry Larson,72,Allentown,Engine Oil,Automotive,3,2348.86,28.19,5060.15,17.33,876.92,Cash,Shipped,N/A
2522d72f,2023-04-18,Vanessa Rodriguez,48,West Eric,Jeans,Clothing,10,4011.87,27.58,29053.96,23.02,6688.22,Bank Transfer,Shipped,N/A
fa3f7d73,2023-10-26,David Cooper,48,Johnsonberg,Refrigerator,Home Appliances,7,316.6,17.12,1836.79,21.76,399.69,Debit Card,Processing,N/A
534ce35f,2023-12-06,Andrew Thompson,22,North Christine,Refrigerator,Home Appliances,13,1662.67,22.6,16729.79,5.79,968.65,Bank Transfer,Delivered,N/A
80ee6ce9,2022-04-04,Joshua Horton,68,Lake Jennifer,Monitor,Electronics,15,2296.91,12.26,30229.63,22.54,6813.76,PayPal,Returned,Damaged Item
250da4f1,2022-08-02,Mr. Jon Jones,47,West Melindamouth,Chair,Furniture,1,495.32,23.58,378.52,18.31,69.31,Credit Card,Processing,N/A
6b83c88e,2022-04-26,Jeremy Novak,63,Leehaven,Car Battery,Automotive,10,4928.19,21.26,38804.57,14.36,5572.34,PayPal,Returned,Wrong Item
8e663481,2023-07-18,Kaitlyn Wilson,63,Port Hollyburgh,Jacket,Clothing,3,2690.85,6.3,7563.98,16.13,1220.07,Cash,Delivered,N/A
8aa3a2ee,2022-11-12,Joshua Nelson,28,Cookfort,Vacuum Cleaner,Home Appliances,20,1025.69,26.82,15012.0,10.48,1573.26,Bank Transfer,Delivered,N/A
4923a867,2024-07-04,Kyle Mccann,38,Meltonburgh,Smartphone,Electronics,19,1860.49,13.76,30485.24,17.64,5377.6,Bank Transfer,Shipped,N/A
7ce247e5,2023-02-01,Jaime Taylor,64,Morganburgh,Air Conditioner,Home Appliances,10,2907.68,27.49,21083.59,7.23,1524.34,PayPal,Cancelled,N/A
8696f8ba,2024-03-08,Allen Ali,46,West Jasonhaven,Engine Oil,Automotive,9,1326.38,26.76,8742.97,13.73,1200.41,Cash,Returned,Customer Changed Mind
d5499d41,2023-11-19,Amanda Ramos,20,New Harry,Microwave,Home Appliances,5,2592.01,26.63,9508.79,19.1,1816.18,Credit Card,Cancelled,N/A
2ea6dd91,2023-05-09,Jennifer Crosby,71,East Christopherburgh,Jacket,Clothing,10,2815.11,16.95,23379.49,16.12,3768.77,Debit Card,Delivered,N/A
174185ea,2023-07-24,Andrew Cook,72,West Ashleyland,Microwave,Home Appliances,12,1692.58,20.34,16179.71,14.93,2415.63,Cash,Delivered,N/A
4ab3453c,2024-07-07,Susan Guerrero,66,West Kyleshire,Microwave,Home Appliances,14,2409.44,27.35,24506.41,12.88,3156.43,Cash,Returned,Defective Product
6da60c0d,2023-04-12,Nicholas Lowery,48,Sanchezburgh,Washing Machine,Home Appliances,13,1058.35,17.16,11397.58,12.46,1420.14,Cash,Returned,Wrong Item
f71ed661,2023-04-25,Matthew Fisher,26,East Dylan,T-shirt,Clothing,20,1183.28,20.9,18719.49,14.34,2684.37,Debit Card,Returned,Damaged Item
2244f669,2024-06-16,Parker Fletcher,31,New Christopher,Vacuum Cleaner,Home Appliances,12,337.28,6.84,3770.52,16.32,615.35,Bank Transfer,Shipped,N/A
d29a3143,2024-01-26,Marcus Ochoa,68,West Kathrynburgh,Air Conditioner,Home Appliances,13,4028.67,27.58,37928.32,22.2,8420.09,Cash,Cancelled,N/A
89e946e0,2024-07-21,Adam Bass,57,Lake Gabrielstad,Tablet,Electronics,1,949.78,3.73,914.35,22.54,206.09,Bank Transfer,Shipped,N/A
35e8c486,2023-08-22,Brian Anthony MD,29,Brownport,Monitor,Electronics,10,780.27,19.34,6293.66,18.84,1185.73,Cash,Returned,Damaged Item
7cf2e286,2022-08-17,Richard Stone,63,North Michellefort,Vacuum Cleaner,Home Appliances,12,4713.95,2.4,55209.78,19.55,10793.51,Debit Card,Returned,Damaged Item
34207565,2022-07-19,Regina Smith,45,Richardshire,Smartphone,Electronics,13,3539.98,19.46,37064.3,14.91,5526.29,Bank Transfer,Delivered,N/A
65953663,2024-02-09,Diana Davis MD,64,Cookshire,Engine Oil,Automotive,1,179.35,0.22,178.96,6.51,11.65,Credit Card,Processing,N/A
9290c0b5,2023-12-19,Edward Jones,22,Bryanfurt,Microwave,Home Appliances,11,2167.19,17.31,19712.54,6.21,1224.15,PayPal,Processing,N/A
5311feca,2023-09-08,Donna Castaneda,72,Peterberg,Laptop,Electronics,7,208.61,5.5,1379.96,14.53,200.51,Debit Card,Cancelled,N/A
dbc59e67,2024-01-26,Carol Jimenez,73,Michelleville,Laptop,Electronics,4,3358.83,13.23,11657.83,23.99,2796.71,Cash,Shipped,N/A
2a28862e,2023-10-03,Caroline Campbell,51,Lake Kimberly,Engine Oil,Automotive,2,1975.54,3.29,3821.09,10.8,412.68,Debit Card,Returned,Damaged Item
ffc46108,2025-03-02,Andrew Martin,37,South Robertside,Laptop,Electronics,6,353.68,8.52,1941.28,12.68,246.15,PayPal,Processing,N/A
b2afecd4,2022-10-26,Kenneth Coleman,23,New Shelly,Desk,Furniture,14,3651.0,12.91,44515.18,14.02,6241.03,Cash,Returned,Damaged Item
33502e67,2023-07-15,Robert Rodriguez,46,Laurenstad,Microwave,Home Appliances,1,2200.18,2.63,2142.32,11.52,246.8,Debit Card,Cancelled,N/A
d80bd428,2022-03-26,Matthew Jones,35,Sarahfort,Vacuum Cleaner,Home Appliances,1,2765.4,18.84,2244.4,16.2,363.59,Bank Transfer,Delivered,N/A
cdfbdf2c,2024-03-23,Kevin Clark,20,East Danielchester,Jeans,Clothing,6,1769.34,26.2,7834.64,11.49,900.2,PayPal,Shipped,N/A
b1fd600f,2022-12-17,Joseph Stevens,56,East Jeffery,Jacket,Clothing,14,830.72,23.84,8857.47,22.11,1958.39,Bank Transfer,Shipped,N/A
7caaea4b,2022-11-15,Kevin Golden,50,Brownburgh,Chair,Furniture,7,4186.01,1.75,28789.28,12.15,3497.9,Debit Card,Processing,N/A
6b4fb461,2022-10-07,Colin Moore,44,West Scottland,Refrigerator,Home Appliances,5,4149.3,6.19,19462.29,5.33,1037.34,Bank Transfer,Returned,Defective Product
63592a05,2023-04-07,Madeline Rodriguez,28,Grayborough,Air Conditioner,Home Appliances,8,3240.41,8.09,23826.09,23.96,5708.73,PayPal,Returned,Customer Changed Mind
ade05081,2023-07-25,Frank Cervantes,61,Hendrixfurt,Air Conditioner,Home Appliances,18,4773.57,10.56,76850.66,8.5,6532.31,Debit Card,Processing,N/A
3982686d,2024-01-10,Eugene Ferguson,20,East Suzannefurt,Brake Pads,Automotive,18,1502.03,18.69,21983.41,15.43,3392.04,Cash,Returned,Customer Changed Mind
d2234114,2025-01-30,John Strickland,49,East Jenniferburgh,Air Conditioner,Home Appliances,7,620.1,9.22,3940.49,15.21,599.35,Debit Card,Delivered,N/A
35e091ea,2025-01-28,Brian Thompson,35,South Patricia,Dress,Clothing,5,29.64,18.38,120.96,18.48,22.35,PayPal,Processing,N/A
a023de31,2024-01-30,Robert Harris,42,Santostown,Microwave,Home Appliances,11,1458.12,26.55,11780.88,18.81,2215.98,Bank Transfer,Delivered,N/A
78bd9810,2024-04-21,Connie Mann,32,East Andrea,Sofa,Furniture,20,1715.49,22.53,26579.8,8.77,2331.05,Bank Transfer,Processing,N/A
e0302b61,2025-03-10,Christopher Wallace,21,Theresaport,Car Battery,Automotive,11,3191.86,5.08,33326.85,6.89,2296.22,Bank Transfer,Cancelled,N/A
a6af3048,2024-08-17,Kathleen Owens,20,Bethville,Air Conditioner,Home Appliances,9,599.23,22.88,4159.14,9.2,382.64,PayPal,Returned,Damaged Item
5f02b746,2022-05-25,Rachel Thompson,29,Harrisborough,Desk,Furniture,14,2679.87,16.81,31211.37,13.14,4101.17,Cash,Delivered,N/A
d6d55a79,2022-08-09,Nicholas Schwartz,53,Port Ravenbury,Smartphone,Electronics,19,4831.16,28.57,65567.05,21.39,14024.79,Bank Transfer,Shipped,N/A
361d58b3,2024-07-23,Melissa Nelson,44,Lake Kayla,Car Battery,Automotive,19,4730.38,5.61,84835.11,21.44,18188.65,Cash,Processing,N/A
87a56630,2022-07-08,Dr. Terry Velasquez,20,North Sharon,Bed,Furniture,14,1097.68,26.89,11235.19,12.32,1384.18,PayPal,Cancelled,N/A
1d755541,2022-07-28,Mindy Hudson,46,East Michaelport,Vacuum Cleaner,Home Appliances,7,3956.15,19.43,22312.29,10.59,2362.87,PayPal,Shipped,N/A
39039a96,2024-07-31,Donna Richardson,32,North Joseph,Microwave,Home Appliances,5,1867.02,14.52,7979.64,22.24,1774.67,Bank Transfer,Returned,Customer Changed Mind
0f36b336,2022-10-24,Mary Smith,48,Samuelbury,Dining Table,Furniture,12,4338.45,8.08,47854.84,18.84,9015.85,Cash,Returned,Damaged Item
ab1c04b3,2024-10-07,Robert Juarez,72,Edwardsbury,Monitor,Electronics,17,4554.59,1.27,76444.69,24.39,18644.86,Bank Transfer,Returned,Damaged Item
087107b4,2023-03-15,Lauren Wood,51,East Cassidyfort,Engine Oil,Automotive,18,689.36,1.18,12262.06,24.69,3027.5,Cash,Returned,Wrong Item
4a75d385,2023-01-06,Timothy Contreras,59,Donnastad,Chair,Furniture,11,3890.37,28.9,30426.58,11.53,3508.18,Cash,Shipped,N/A
1c0a5079,2024-04-22,Kelly Lawson,42,Youngberg,Tablet,Electronics,16,2030.65,11.56,28734.51,7.2,2068.88,Debit Card,Returned,Customer Changed Mind
44503926,2023-05-31,Daniel Vasquez,26,Youngchester,Smartphone,Electronics,9,707.78,20.49,5064.8,8.64,437.6,Cash,Shipped,N/A
965f6c05,2023-04-23,Ronald Smith,66,New Jennifer,Monitor,Electronics,8,467.4,3.81,3596.74,19.83,713.23,Bank Transfer,Delivered,N/A
ad246d28,2024-04-29,Tammy Lamb,48,Turnerborough,Car Battery,Automotive,11,2666.33,25.9,21733.26,22.27,4840.0,Cash,Processing,N/A
9bd469be,2023-04-05,Adam Dunn,29,Romeroville,Microwave,Home Appliances,18,1325.55,21.25,18789.67,9.54,1792.53,Debit Card,Cancelled,N/A
7a84c9f8,2023-03-15,Daniel Mejia,26,New Christopher,Sofa,Furniture,19,4005.32,23.98,57852.04,12.51,7237.29,Bank Transfer,Returned,Defective Product
a824697c,2024-02-04,Benjamin Duke,21,Brittneymouth,Vacuum Cleaner,Home Appliances,15,1568.91,24.12,17857.33,11.39,2033.95,Debit Card,Delivered,N/A
d0e2ab08,2024-11-01,Lisa Rosario,24,Kellyside,T-shirt,Clothing,20,1946.1,6.54,36376.5,5.55,2018.9,PayPal,Delivered,N/A
bfbc70cc,2024-10-10,Francis Levine,75,Amandaview,Microwave,Home Appliances,13,1670.38,19.86,17402.35,17.95,3123.72,Debit Card,Delivered,N/A
9e589ff9,2023-01-25,Wayne Guerrero,59,Gilberthaven,Chair,Furniture,16,1577.57,24.57,19039.38,16.12,3069.15,PayPal,Returned,Wrong Item
c86fbfe6,2025-01-29,Phillip Gomez,46,Littleshire,T-shirt,Clothing,18,2239.05,13.5,34862.01,20.17,7031.67,Bank Transfer,Shipped,N/A
37307868,2025-02-16,Phillip Roach,28,East Tara,Washing Machine,Home Appliances,9,3049.74,8.22,25191.46,10.47,2637.55,Credit Card,Delivered,N/A
00f044fb,2024-09-25,Robert Larsen,60,Jessicaland,Jacket,Clothing,18,693.65,8.73,11395.7,11.31,1288.85,Debit Card,Cancelled,N/A
5ec0eea8,2024-05-02,Jennifer Cochran,56,Charlesburgh,Dress,Clothing,17,3040.61,20.3,41197.22,7.14,2941.48,PayPal,Delivered,N/A
a0f74b07,2023-05-31,Brenda Davis,65,Port Sheena,Microwave,Home Appliances,1,4587.9,24.97,3442.3,18.22,627.19,Cash,Cancelled,N/A
77daf813,2023-07-08,Jennifer Lawrence,65,Jonesfurt,Sofa,Furniture,18,2772.62,16.24,41802.24,23.59,9861.15,Bank Transfer,Processing,N/A
b6712d02,2023-12-22,Whitney Ward,56,North Teresaview,Bed,Furniture,11,3448.8,13.67,32750.84,16.88,5528.34,Debit Card,Processing,N/A
6ce392ed,2022-06-03,Pamela Jones,30,Morrishaven,Jeans,Clothing,18,1364.3,4.77,23386.01,22.11,5170.65,Cash,Returned,Customer Changed Mind
59fd5094,2023-10-29,John Townsend DDS,27,Rodriguezburgh,Tablet,Electronics,14,2521.61,22.79,27257.09,10.61,2891.98,Debit Card,Cancelled,N/A
6496c945,2023-09-04,Cathy Wright,35,Port Veronicaside,Tablet,Electronics,9,3349.68,20.75,23891.59,23.24,5552.41,Cash,Cancelled,N/A
1a67335a,2025-02-07,Krystal Greer,31,Danielhaven,Engine Oil,Automotive,7,951.83,23.95,5067.07,6.28,318.21,Debit Card,Delivered,N/A
ba45307b,2024-09-12,Evan Wilson,20,Benitezland,Tires,Automotive,1,1030.65,25.59,766.91,17.25,132.29,Debit Card,Delivered,N/A
f3111fda,2022-09-28,Jessica Wyatt,35,Christopherfurt,Bed,Furniture,13,1249.51,28.3,11646.68,16.59,1932.18,Debit Card,Shipped,N/A
46532e08,2024-12-28,Debra Rogers,18,East Caitlinmouth,Tablet,Electronics,15,3739.56,23.05,43163.87,11.9,5136.5,Debit Card,Returned,Customer Changed Mind
c8ebb63d,2022-10-19,Deanna Spence,51,Port Amy,Chair,Furniture,17,2373.69,28.57,28823.96,6.51,1876.44,Bank Transfer,Processing,N/A
e4ba7b33,2022-12-31,Katherine Greene,43,Caseyton,Car Cover,Automotive,16,2839.81,9.89,40943.24,6.85,2804.61,Bank Transfer,Processing,N/A
0689b393,2024-03-17,Jessica Delacruz,46,North Rebeccaville,Jacket,Clothing,19,2469.1,29.97,32853.1,10.14,3331.3,Debit Card,Delivered,N/A
3461765a,2023-06-28,Glenn Meyer,39,Jonesburgh,Refrigerator,Home Appliances,8,3887.26,0.26,31017.22,21.1,6544.63,Cash,Processing,N/A
06b40b50,2022-08-03,Whitney Mahoney,27,Walkerton,Refrigerator,Home Appliances,5,1414.63,11.4,6266.81,17.53,1098.57,PayPal,Delivered,N/A
9de30f6f,2023-04-11,Eric Johnson,68,Seanstad,Car Cover,Automotive,11,4582.27,10.75,44986.44,16.18,7278.81,Credit Card,Returned,Wrong Item
28768808,2024-03-25,Joe Sparks,68,Jonesfort,Desk,Furniture,8,4589.85,11.25,32587.94,18.26,5950.56,Bank Transfer,Delivered,N/A
c0cb0277,2023-05-11,Stacy Jones,25,East Jermaine,Jeans,Clothing,12,4562.86,22.97,42177.25,5.67,2391.45,Cash,Delivered,N/A
244571f0,2023-03-20,Sharon Davis,31,Miketown,Tires,Automotive,9,1734.0,21.54,12244.47,23.29,2851.74,Bank Transfer,Returned,Defective Product
c37a89bc,2024-08-06,Michael Parrish,55,North Shannon,Monitor,Electronics,6,2927.92,11.61,15527.93,12.01,1864.9,Bank Transfer,Returned,Wrong Item
01c4e36c,2023-12-10,David Fitzpatrick,30,Lake Aaronstad,Smartwatch,Electronics,8,4767.79,14.71,32531.58,24.4,7937.71,PayPal,Cancelled,N/A
8c8d817d,2024-08-17,Luke Friedman,66,West Joannafurt,Tires,Automotive,14,1986.88,14.37,23819.11,5.36,1276.7,Credit Card,Shipped,N/A
a834f326,2024-07-22,Dale Valencia,34,Velezshire,Air Conditioner,Home Appliances,19,2746.04,0.56,51882.58,12.69,6583.9,Bank Transfer,Delivered,N/A
f79b5d99,2022-08-28,Dr. James Boyd,50,North Jeremiah,Tablet,Electronics,14,4544.13,6.64,59393.6,16.64,9883.1,Bank Transfer,Shipped,N/A
be0189c8,2022-09-03,Daniel Marshall,21,Port Kathryn,Monitor,Electronics,18,2368.36,21.85,33315.72,12.46,4151.14,Bank Transfer,Delivered,N/A
a758c43f,2025-01-29,Heather Stevens,66,West Paul,Dress,Clothing,10,712.34,23.85,5424.47,13.43,728.51,Bank Transfer,Cancelled,N/A
7ad3fd29,2023-10-13,Brittany Morrow,67,Brandyfurt,Shoes,Clothing,11,2465.18,17.97,22244.06,5.3,1178.94,Debit Card,Delivered,N/A
f67797c9,2022-03-26,Michael Conley,60,Jodyland,Tablet,Electronics,17,2087.1,13.46,30705.0,17.32,5318.11,Bank Transfer,Cancelled,N/A
8c8678db,2022-03-21,Jessica Luna,20,West Megan,Car Battery,Automotive,8,2511.02,1.73,19740.63,7.41,1462.78,Credit Card,Shipped,N/A
88c30dcb,2025-03-10,Jason Robinson,72,Lake Matthew,Washing Machine,Home Appliances,13,3539.83,29.99,32217.05,16.98,5470.46,Cash,Processing,N/A
c60ad2ca,2023-07-03,Tanya Oneill,70,Shepardfurt,Sofa,Furniture,19,2760.1,14.04,45079.06,5.21,2348.62,Cash,Shipped,N/A
81366052,2024-06-07,Cassidy Massey,57,Erikaburgh,Jacket,Clothing,5,2627.02,28.98,9328.55,6.52,608.22,Bank Transfer,Cancelled,N/A
aff84e5e,2023-12-12,Brooke Bell,30,South Edward,Jeans,Clothing,12,3993.06,12.07,42133.17,5.41,2279.4,Bank Transfer,Returned,Wrong Item
5f19ee45,2022-09-21,Michele Kelly,45,New Cameronburgh,Tablet,Electronics,4,1258.53,14.94,4282.02,10.64,455.61,PayPal,Delivered,N/A
f6142d74,2023-12-09,April Weaver,73,Williamsfurt,Brake Pads,Automotive,11,3471.55,2.24,37331.66,23.36,8720.68,Cash,Delivered,N/A
57194373,2024-02-17,Kelly Schneider,20,Banksmouth,Monitor,Electronics,20,1747.16,11.13,31054.02,24.75,7685.87,Bank Transfer,Processing,N/A
0f14b9a1,2023-07-17,Larry Olson,32,West Nathaniel,Jeans,Clothing,15,2169.36,6.93,30285.35,14.47,4382.29,Credit Card,Processing,N/A
0dba510a,2024-05-31,Heather Moon,45,Bennettborough,Jeans,Clothing,6,593.08,1.98,3488.02,18.38,641.1,Credit Card,Processing,N/A
a1ccd1f4,2023-08-29,Lisa Edwards,28,Johnnyshire,Monitor,Electronics,19,3945.46,4.4,71665.34,17.27,12376.6,Bank Transfer,Processing,N/A
5989c26e,2024-10-09,Anita Johnson,48,Jenniferchester,Vacuum Cleaner,Home Appliances,12,3190.01,22.41,29701.55,7.77,2307.81,Credit Card,Cancelled,N/A
eb49afad,2023-12-19,Evelyn Simpson,63,East Taylor,Microwave,Home Appliances,11,1309.43,11.24,12784.75,22.02,2815.2,Cash,Delivered,N/A
b8805831,2024-06-02,Nathan Black,71,Lake Michele,Tablet,Electronics,13,1285.99,24.84,12565.15,10.26,1289.18,PayPal,Returned,Defective Product
3fff778f,2023-12-21,Richard Bryant,70,Robertville,Refrigerator,Home Appliances,15,3738.35,19.65,45056.46,20.91,9421.31,PayPal,Shipped,N/A
a053e8fc,2023-06-27,Nicole Singleton,38,East Michaelland,Desk,Furniture,4,111.43,4.17,427.13,17.45,74.53,Debit Card,Returned,Defective Product
734d27fd,2023-09-16,Olivia Aguilar,38,Port Thomas,Smartphone,Electronics,1,3060.55,19.76,2455.79,10.82,265.72,Cash,Cancelled,N/A
3ca3f99f,2022-03-24,John Perkins,44,Lake Loganview,Jacket,Clothing,20,2811.11,4.14,53894.6,5.49,2958.81,Credit Card,Cancelled,N/A
5cb1c72e,2024-04-11,Alan Chaney,19,Jamieport,Smartphone,Electronics,5,3425.21,28.57,12233.14,9.95,1217.2,PayPal,Delivered,N/A
95c75c52,2024-07-22,Sharon Evans,27,Davidport,Chair,Furniture,17,1006.56,11.86,15082.09,23.47,3539.77,Bank Transfer,Delivered,N/A
b43ed3b4,2023-04-27,Kathleen Lee,22,Lake Kristineville,Smartwatch,Electronics,18,2316.48,17.84,34257.96,18.23,6245.23,Debit Card,Returned,Wrong Item
5648c03d,2022-04-04,Megan Cuevas,53,Pittsland,Washing Machine,Home Appliances,4,927.81,21.2,2924.46,12.74,372.58,Cash,Returned,Wrong Item
91e83046,2023-08-30,Sarah Hernandez,27,West Lindatown,Sofa,Furniture,8,173.13,24.19,1050.0,8.46,88.83,Debit Card,Returned,Defective Product
e8a5629a,2024-05-07,David Kramer,18,Andreachester,Jeans,Clothing,20,1245.84,27.4,18089.6,8.99,1626.26,Cash,Cancelled,N/A
edbb1c39,2024-05-27,Melissa West,35,South Johnburgh,Air Conditioner,Home Appliances,9,4879.57,4.98,41729.11,14.96,6242.67,Cash,Processing,N/A
c801cd06,2024-12-12,Kevin Vasquez,18,Michaelfurt,Car Cover,Automotive,16,4932.17,15.6,66604.02,16.21,10796.51,Bank Transfer,Processing,N/A
4e34dc77,2024-01-13,Jill Williams DVM,46,North Catherineland,Bed,Furniture,10,2757.16,18.74,22404.68,23.36,5233.73,Credit Card,Returned,Customer Changed Mind
109333ea,2023-01-29,Michael Le,72,New Marytown,Bed,Furniture,10,1916.92,28.69,13669.56,22.39,3060.61,Debit Card,Delivered,N/A
c0ddc737,2023-12-24,Alexander Murphy,35,South Brandonborough,Shoes,Clothing,9,2998.98,16.52,22531.94,19.06,4294.59,Cash,Processing,N/A
71a8b206,2023-01-10,Deborah Osborne,24,Skinnerchester,Jeans,Clothing,14,4893.42,25.82,50819.15,14.1,7165.5,Cash,Returned,Wrong Item
8b19cfcd,2023-11-02,Hannah Stephens,27,North Richard,Tires,Automotive,19,4157.21,14.09,67857.72,21.54,14616.55,PayPal,Cancelled,N/A
28f29ff9,2023-04-18,David Johnson,53,Theodoretown,Dining Table,Furniture,4,4518.11,13.78,15582.06,7.96,1240.33,PayPal,Returned,Wrong Item
977830de,2024-02-27,Madison Freeman,74,Lake Jenniferland,Sofa,Furniture,6,1959.63,7.09,10924.15,21.86,2388.02,Credit Card,Shipped,N/A
76ccf88a,2022-08-02,James Kidd,60,North Anthony,Washing Machine,Home Appliances,6,3929.87,1.95,23119.43,21.14,4887.45,Debit Card,Shipped,N/A
5b5b4749,2024-10-23,Katherine Harvey,51,Waltersfurt,Dining Table,Furniture,13,48.49,4.3,603.26,18.3,110.4,Cash,Delivered,N/A
a5f7041d,2024-06-16,Crystal Solis,51,West Lindsey,Tires,Automotive,5,4185.84,2.23,20462.48,11.63,2379.79,PayPal,Delivered,N/A
0d3589ef,2022-11-23,Kimberly Butler,60,East Brandon,Laptop,Electronics,6,2619.68,16.41,13138.74,17.93,2355.78,PayPal,Delivered,N/A
a021505a,2024-01-12,Joseph Williams,22,Monicamouth,Car Battery,Automotive,10,4889.11,16.43,40858.29,17.07,6974.51,Debit Card,Delivered,N/A
60a7017d,2023-01-10,Theodore Simon,39,Port Kelly,Tablet,Electronics,20,4379.93,19.82,70236.56,7.37,5176.43,Cash,Shipped,N/A
982ed2a6,2024-01-30,Bruce Marquez,75,Melissafort,Dress,Clothing,6,2702.88,14.84,13810.64,18.38,2538.4,Bank Transfer,Delivered,N/A
ce042e4a,2024-02-22,William Hancock,22,Danielview,Smartwatch,Electronics,20,2364.0,9.1,42977.52,13.03,5599.97,Credit Card,Processing,N/A
9ed61d0b,2024-05-30,Kent Garcia,40,Port Daniel,Tablet,Electronics,10,3174.94,2.86,30841.37,8.85,2729.46,Debit Card,Processing,N/A
951112f3,2023-01-25,April Palmer,26,Ramirezbury,Shoes,Clothing,1,4302.64,20.39,3425.33,22.14,758.37,Cash,Shipped,N/A
5a0af7f6,2025-02-11,Paula Hernandez,59,Lake Cameron,Tablet,Electronics,15,93.73,16.31,1176.64,16.45,193.56,PayPal,Cancelled,N/A
f7db4b5a,2024-10-04,Ricky Nguyen,57,Brookschester,Microwave,Home Appliances,17,368.65,26.99,4575.57,17.06,780.59,Debit Card,Cancelled,N/A
8551650b,2025-01-31,Eileen Williams,32,North Thomas,Tires,Automotive,1,440.39,22.07,343.2,17.58,60.33,Debit Card,Returned,Customer Changed Mind
fbd3d986,2023-06-15,Christopher Bailey,31,Loriville,Car Battery,Automotive,15,4773.66,24.76,53875.53,8.51,4584.81,Cash,Shipped,N/A
1b88f498,2025-02-15,Roger Torres,36,Ortizstad,Shoes,Clothing,8,2185.09,26.03,12930.49,6.59,852.12,Cash,Cancelled,N/A
3cfcf4b6,2023-11-04,Angela Barrett,33,East Sydney,Smartphone,Electronics,16,473.81,4.25,7258.77,9.26,672.16,Debit Card,Shipped,N/A
ebde50f5,2023-08-13,Brent Austin,42,Port Lauren,Air Conditioner,Home Appliances,9,436.74,6.39,3679.49,13.34,490.84,Credit Card,Returned,Damaged Item
46960210,2022-10-30,Eric Pena,55,South Samantha,Refrigerator,Home Appliances,10,2084.67,25.22,15589.16,17.12,2668.86,Bank Transfer,Cancelled,N/A
fa199f91,2022-10-04,Brandon Page,75,Garciaburgh,Refrigerator,Home Appliances,8,1259.68,3.79,9695.51,5.99,580.76,Debit Card,Returned,Wrong Item
da131150,2023-06-09,Kathleen Murillo,73,Lake Michaelstad,Sofa,Furniture,16,4412.61,29.22,49971.93,22.54,11263.67,Cash,Cancelled,N/A
54cab29c,2022-09-29,Kelly Cline,49,Port Angelaberg,Sofa,Furniture,12,2365.14,29.72,19946.64,9.91,1976.71,PayPal,Cancelled,N/A
7c8db455,2023-03-18,Nicole Hughes,58,Sullivanchester,Monitor,Electronics,11,529.54,2.07,5704.36,10.1,576.14,Debit Card,Returned,Defective Product
a8fec14a,2022-10-23,James Melton,51,Calebhaven,Brake Pads,Automotive,7,161.84,26.53,832.33,14.08,117.19,PayPal,Cancelled,N/A
c718d74a,2023-05-08,Jacob Bennett,43,East Andreahaven,Engine Oil,Automotive,1,190.4,11.75,168.03,7.4,12.43,Credit Card,Delivered,N/A
d739a35f,2023-08-13,David Cole,32,Brooksfort,T-shirt,Clothing,9,2567.17,9.63,20879.56,18.52,3866.89,Bank Transfer,Processing,N/A
ae4d7d79,2025-01-03,Marissa Hamilton,65,Lake William,Jeans,Clothing,9,942.55,29.16,6009.32,9.03,542.64,Bank Transfer,Delivered,N/A
a914a818,2023-11-05,James Cooper,32,Ericville,Smartphone,Electronics,2,2067.83,3.3,3999.18,15.18,607.08,Debit Card,Shipped,N/A
ad08fa39,2024-04-20,Donna Frank,57,West Bradleyfort,Chair,Furniture,8,3583.65,21.81,22416.45,7.55,1692.44,Cash,Delivered,N/A
fff0280e,2022-09-06,Alexander Phillips,52,Fieldsburgh,Smartphone,Electronics,11,4102.28,19.4,36370.81,8.96,3258.82,Debit Card,Delivered,N/A
